booking_no,branch_code,customer_name,due_date,payment_date,amount_due,amount_paid,status
4431903655969,8504,Customer_657,2025-02-26,2025-02-27,1200000,1200000,PAID
6727720109977,4002,Customer_658,2025-05-19,2025-05-22,1200000,1000000,UNDERPAID
4764731015393,8504,Customer_659,2025-03-11,2025-03-12,1500000,1300000,UNDERPAID
4069337171750,2000,Customer_660,2025-03-06,2025-03-09,1000000,1000000,PAID
7629349421093,4002,Customer_661,2025-02-12,2025-02-13,1500000,1500000,PAID
3956658097349,3001,Customer_662,2025-06-03,2025-06-03,1500000,2000000,OVERPAID
7432471521463,8504,Customer_663,2025-03-01,2025-03-01,1500000,2000000,OVERPAID
6185300755399,2000,Customer_664,2025-05-01,2025-05-01,1284000,1784000,OVERPAID
9216280797970,2000,Customer_665,2025-02-24,2025-02-27,1284000,1784000,OVERPAID
9753162394354,3001,Customer_666,2025-03-17,2025-03-18,1200000,1200000,PAID
3907844999274,4002,Customer_667,2025-04-27,2025-04-30,1200000,1000000,UNDERPAID
5849385610383,3001,Customer_668,2025-01-25,2025-01-26,1200000,1200000,PAID
1231321755843,3001,Customer_669,2025-02-14,2025-02-14,1000000,1000000,PAID
3787414656048,2000,Customer_670,2025-01-08,2025-01-09,1284000,1284000,PAID
8027841274435,4002,Customer_671,2025-03-02,2025-03-05,1200000,1200000,PAID
4077471453898,3001,Customer_672,2025-02-03,2025-02-04,1284000,1284000,PAID
1448315322639,2000,Customer_673,2025-04-25,,1000000,,UNPAID
1782692500962,2000,Customer_674,2025-04-15,2025-04-18,1200000,1700000,OVERPAID
2715428257195,3001,Customer_675,2025-02-22,,1500000,,UNPAID
5057635145463,3001,Customer_676,2025-03-15,2025-03-15,1000000,1000000,PAID
3241113928027,3001,Customer_677,2025-04-07,,1200000,,UNPAID
2088256901806,3001,Customer_678,2025-02-18,2025-02-21,1000000,1500000,OVERPAID
8750247242079,2000,Customer_679,2025-02-18,,1284000,,UNPAID
3102771447617,2000,Customer_680,2025-01-02,2025-01-03,1284000,1084000,UNDERPAID
3513970714010,8504,Customer_681,2025-02-02,,1500000,,UNPAID
8976468036559,3001,Customer_682,2025-06-23,2025-06-26,1500000,1300000,UNDERPAID
5650119520934,2000,Customer_683,2025-03-14,2025-03-14,1000000,1000000,PAID
1369351882582,3001,Customer_684,2025-06-26,,1500000,,UNPAID
8201247289300,2000,Customer_685,2025-05-18,2025-05-19,1500000,2000000,OVERPAID
7602430902414,8504,Customer_686,2025-06-04,2025-06-04,1200000,1000000,UNDERPAID
2561863995746,8504,Customer_687,2025-06-23,2025-06-23,1000000,1500000,OVERPAID
5863133368345,3001,Customer_688,2025-02-22,2025-02-22,1500000,2000000,OVERPAID
5139940701900,2000,Customer_689,2025-04-29,,1500000,,UNPAID
8060611432797,8504,Customer_690,2025-03-15,2025-03-18,1000000,1000000,PAID
5745875939914,3001,Customer_691,2025-01-17,2025-01-17,1284000,1784000,OVERPAID
2792591641160,4002,Customer_692,2025-05-28,,1200000,,UNPAID
2567502841486,2000,Customer_693,2025-05-28,2025-05-31,1500000,1500000,PAID
9763941397421,4002,Customer_694,2025-02-01,2025-02-04,1500000,2000000,OVERPAID
6866591289166,4002,Customer_695,2025-06-29,2025-06-29,1000000,1500000,OVERPAID
6344157505532,3001,Customer_696,2025-02-28,2025-03-03,1000000,1000000,PAID
8201288943924,8504,Customer_697,2025-03-07,,1000000,,UNPAID
9310994889357,3001,Customer_698,2025-06-05,2025-06-05,1000000,1500000,OVERPAID
6061847802473,3001,Customer_699,2025-05-01,2025-05-04,1284000,1784000,OVERPAID
9271387389364,2000,Customer_700,2025-01-13,2025-01-13,1000000,1000000,PAID
1194157212321,8504,Customer_701,2025-05-01,2025-05-02,1284000,1284000,PAID
9245420066163,3001,Customer_702,2025-05-20,,1200000,,UNPAID
6028517140092,8504,Customer_703,2025-04-17,2025-04-20,1500000,1300000,UNDERPAID
1777105747581,4002,Customer_704,2025-01-24,,1500000,,UNPAID
8849259461378,3001,Customer_705,2025-05-22,,1000000,,UNPAID
2847714652318,2000,Customer_706,2025-04-08,2025-04-11,1284000,1084000,UNDERPAID
3656915169461,8504,Customer_707,2025-03-22,2025-03-23,1000000,1000000,PAID
2146152515898,3001,Customer_708,2025-03-08,2025-03-09,1200000,1000000,UNDERPAID
5747738210124,4002,Customer_709,2025-06-08,,1000000,,UNPAID
2462282262079,3001,Customer_710,2025-04-21,,1000000,,UNPAID
6478107175096,3001,Customer_711,2025-04-24,,1500000,,UNPAID
7116852900596,2000,Customer_712,2025-03-31,2025-04-03,1500000,1300000,UNDERPAID
3490803523412,8504,Customer_713,2025-04-09,2025-04-10,1000000,1500000,OVERPAID
7500371011240,4002,Customer_714,2025-05-12,2025-05-13,1500000,1500000,PAID
3761391138170,3001,Customer_715,2025-04-28,,1284000,,UNPAID
7675152428953,4002,Customer_716,2025-06-16,2025-06-17,1500000,1500000,PAID
2614310045167,2000,Customer_717,2025-06-30,2025-07-01,1200000,1200000,PAID
2400843202720,2000,Customer_718,2025-04-21,2025-04-24,1000000,1500000,OVERPAID
4242303850126,2000,Customer_719,2025-05-25,2025-05-26,1500000,2000000,OVERPAID
1361993958279,2000,Customer_720,2025-01-16,,1284000,,UNPAID
8627361117984,8504,Customer_721,2025-06-17,,1200000,,UNPAID
7366816619518,2000,Customer_722,2025-04-16,,1284000,,UNPAID
7727104524938,2000,Customer_723,2025-05-16,2025-05-19,1284000,1784000,OVERPAID
9610608370658,8504,Customer_724,2025-04-27,2025-04-27,1200000,1000000,UNDERPAID
8996967562494,2000,Customer_725,2025-06-20,2025-06-21,1500000,2000000,OVERPAID
3099534202568,8504,Customer_726,2025-06-30,2025-07-01,1500000,2000000,OVERPAID
6296828305509,3001,Customer_727,2025-06-25,2025-06-26,1500000,1300000,UNDERPAID
6275918492877,3001,Customer_728,2025-02-25,2025-02-28,1500000,2000000,OVERPAID
1080461539736,8504,Customer_729,2025-05-20,2025-05-21,1500000,1500000,PAID
8901184147244,3001,Customer_730,2025-02-11,2025-02-14,1500000,2000000,OVERPAID
3515222503143,2000,Customer_731,2025-01-27,2025-01-27,1000000,1500000,OVERPAID
7338219288101,8504,Customer_732,2025-03-19,2025-03-20,1000000,1500000,OVERPAID
1406432750697,8504,Customer_733,2025-03-31,2025-04-01,1284000,1784000,OVERPAID
4504217049547,3001,Customer_734,2025-05-26,2025-05-27,1000000,1000000,PAID
9466130225374,4002,Customer_735,2025-02-07,2025-02-10,1200000,1700000,OVERPAID
3324908090896,2000,Customer_736,2025-01-12,2025-01-12,1000000,1500000,OVERPAID
6084623796300,8504,Customer_737,2025-03-26,,1200000,,UNPAID
8917179725539,3001,Customer_738,2025-03-15,2025-03-18,1000000,1000000,PAID
7544330757016,4002,Customer_739,2025-01-18,,1500000,,UNPAID
2585850071729,8504,Customer_740,2025-03-15,2025-03-15,1200000,1700000,OVERPAID
3553767427823,4002,Customer_741,2025-06-24,,1000000,,UNPAID
7220998967665,2000,Customer_742,2025-02-24,2025-02-25,1000000,1000000,PAID
3489988243441,3001,Customer_743,2025-01-31,2025-01-31,1200000,1700000,OVERPAID
8424175100906,4002,Customer_744,2025-01-29,2025-01-30,1200000,1000000,UNDERPAID
2298294473752,2000,Customer_745,2025-03-25,2025-03-28,1200000,1000000,UNDERPAID
3995954281003,4002,Customer_746,2025-03-31,2025-04-03,1500000,1300000,UNDERPAID
9430311242865,2000,Customer_747,2025-05-17,2025-05-20,1500000,1500000,PAID
6781650382911,3001,Customer_748,2025-05-18,2025-05-18,1000000,1500000,OVERPAID
5579608658717,4002,Customer_749,2025-05-30,2025-05-31,1000000,1000000,PAID
1221515989372,4002,Customer_750,2025-03-02,2025-03-03,1284000,1784000,OVERPAID
3399218697113,2000,Customer_751,2025-04-08,,1200000,,UNPAID
7661137585598,2000,Customer_752,2025-06-28,,1200000,,UNPAID
1769480312263,8504,Customer_753,2025-02-05,,1200000,,UNPAID
4871708739109,8504,Customer_754,2025-04-28,2025-04-29,1284000,1284000,PAID
6489340022662,8504,Customer_755,2025-02-22,2025-02-22,1000000,1000000,PAID
1084512661532,2000,Customer_756,2025-02-13,2025-02-14,1000000,1000000,PAID
4214266352043,2000,Customer_757,2025-06-21,2025-06-21,1284000,1284000,PAID
7463732954054,4002,Customer_758,2025-01-10,,1500000,,UNPAID
2716708251737,3001,Customer_759,2025-01-10,2025-01-13,1000000,1000000,PAID
6902256968640,2000,Customer_760,2025-04-27,,1500000,,UNPAID
2266368210338,8504,Customer_761,2025-01-14,2025-01-15,1500000,1500000,PAID
7645577280708,3001,Customer_762,2025-06-27,,1284000,,UNPAID
7669481557105,3001,Customer_763,2025-01-13,,1500000,,UNPAID
9250309883588,3001,Customer_764,2025-01-20,2025-01-21,1200000,1700000,OVERPAID
6168876782901,8504,Customer_765,2025-01-24,2025-01-24,1000000,800000,UNDERPAID
1582959199888,4002,Customer_766,2025-03-25,2025-03-25,1500000,1300000,UNDERPAID
9274697422901,8504,Customer_767,2025-06-18,2025-06-21,1000000,800000,UNDERPAID
1136830878207,3001,Customer_768,2025-04-13,2025-04-16,1000000,1500000,OVERPAID
8815143521102,2000,Customer_769,2025-02-27,2025-02-27,1200000,1200000,PAID
8568587143346,4002,Customer_770,2025-02-18,2025-02-21,1284000,1284000,PAID
3271132536545,3001,Customer_771,2025-02-21,,1000000,,UNPAID
1894483770521,2000,Customer_772,2025-01-05,2025-01-05,1284000,1084000,UNDERPAID
4583477789922,8504,Customer_773,2025-04-26,,1000000,,UNPAID
5570551499581,8504,Customer_774,2025-03-03,2025-03-04,1200000,1000000,UNDERPAID
3285678173426,2000,Customer_775,2025-05-04,,1284000,,UNPAID
1452360918454,3001,Customer_776,2025-02-28,2025-03-03,1200000,1200000,PAID
5459208231732,2000,Customer_777,2025-04-06,2025-04-07,1200000,1700000,OVERPAID
2638385000007,4002,Customer_778,2025-04-26,2025-04-27,1500000,1300000,UNDERPAID
5064654547855,2000,Customer_779,2025-03-04,,1500000,,UNPAID
1301117494168,3001,Customer_780,2025-01-28,2025-01-28,1200000,1700000,OVERPAID
7502172826318,8504,Customer_781,2025-01-29,2025-01-30,1500000,1500000,PAID
7953160702245,4002,Customer_782,2025-04-27,2025-04-27,1284000,1084000,UNDERPAID
3590700623916,2000,Customer_783,2025-04-20,2025-04-20,1200000,1700000,OVERPAID
6885996865545,8504,Customer_784,2025-01-05,2025-01-05,1284000,1284000,PAID
3420250556191,4002,Customer_785,2025-02-18,2025-02-19,1284000,1284000,PAID
5056485809307,3001,Customer_786,2025-06-07,,1000000,,UNPAID
7162263727076,4002,Customer_787,2025-01-01,2025-01-01,1000000,1000000,PAID
6241661567391,2000,Customer_788,2025-01-12,2025-01-12,1200000,1700000,OVERPAID
9223577174536,2000,Customer_789,2025-02-28,,1000000,,UNPAID
6870744803331,2000,Customer_790,2025-06-09,2025-06-10,1284000,1784000,OVERPAID
7761762340632,8504,Customer_791,2025-02-21,,1000000,,UNPAID
6640680982450,3001,Customer_792,2025-03-19,2025-03-20,1500000,1300000,UNDERPAID
8854382249163,3001,Customer_793,2025-01-24,2025-01-27,1284000,1284000,PAID
1478492084712,3001,Customer_794,2025-03-16,2025-03-17,1000000,1000000,PAID
2730159406058,3001,Customer_795,2025-05-07,2025-05-08,1200000,1200000,PAID
1746401600414,2000,Customer_796,2025-03-19,2025-03-22,1284000,1784000,OVERPAID
6950383961477,2000,Customer_797,2025-04-03,2025-04-04,1500000,2000000,OVERPAID
5586728619040,8504,Customer_798,2025-02-07,2025-02-07,1284000,1784000,OVERPAID
7984399029134,2000,Customer_799,2025-03-28,,1284000,,UNPAID
4316703121239,3001,Customer_800,2025-04-23,2025-04-23,1200000,1700000,OVERPAID
5893629013712,8504,Customer_801,2025-02-11,2025-02-11,1500000,2000000,OVERPAID
2808665925570,8504,Customer_802,2025-06-01,2025-06-04,1000000,1500000,OVERPAID
7687361453085,2000,Customer_803,2025-06-23,2025-06-26,1284000,1784000,OVERPAID
5870597071476,8504,Customer_804,2025-05-29,2025-05-29,1500000,1300000,UNDERPAID
5134106516051,4002,Customer_805,2025-03-08,2025-03-09,1284000,1284000,PAID
3455347492552,8504,Customer_806,2025-01-02,2025-01-05,1284000,1084000,UNDERPAID
6164631395558,8504,Customer_807,2025-05-04,,1284000,,UNPAID
6434398837966,2000,Customer_808,2025-02-03,2025-02-04,1200000,1700000,OVERPAID
2923542811433,8504,Customer_809,2025-02-04,2025-02-04,1200000,1200000,PAID
3361918024341,8504,Customer_810,2025-03-25,2025-03-28,1500000,1300000,UNDERPAID
5688617832665,2000,Customer_811,2025-02-23,,1000000,,UNPAID
2232285272722,3001,Customer_812,2025-04-17,2025-04-18,1200000,1200000,PAID
3381820994074,2000,Customer_813,2025-03-04,2025-03-07,1500000,2000000,OVERPAID
2207408816955,3001,Customer_814,2025-02-19,2025-02-19,1500000,2000000,OVERPAID
4204565577345,4002,Customer_815,2025-05-29,,1000000,,UNPAID
9439565496193,4002,Customer_816,2025-03-23,2025-03-26,1200000,1000000,UNDERPAID
4686657117021,3001,Customer_817,2025-04-17,2025-04-20,1200000,1000000,UNDERPAID
6365720895484,2000,Customer_818,2025-02-16,2025-02-16,1200000,1700000,OVERPAID
3311857413692,8504,Customer_819,2025-05-22,2025-05-22,1500000,2000000,OVERPAID
2543492980460,3001,Customer_820,2025-06-25,,1284000,,UNPAID
6097323255369,3001,Customer_821,2025-01-07,2025-01-10,1500000,1500000,PAID
9749633850983,2000,Customer_822,2025-02-03,2025-02-06,1200000,1200000,PAID
6876404416444,4002,Customer_823,2025-05-26,2025-05-26,1500000,1500000,PAID
5095813770465,3001,Customer_824,2025-05-06,,1200000,,UNPAID
8907102858973,3001,Customer_825,2025-03-25,2025-03-28,1500000,1500000,PAID
5941406779075,2000,Customer_826,2025-02-20,,1284000,,UNPAID
8516775785601,2000,Customer_827,2025-02-02,2025-02-03,1000000,1500000,OVERPAID
9485202293943,4002,Customer_828,2025-05-07,,1000000,,UNPAID
3318930054212,8504,Customer_829,2025-05-14,,1000000,,UNPAID
3487586789157,4002,Customer_830,2025-06-20,2025-06-23,1500000,2000000,OVERPAID
8940158534276,8504,Customer_831,2025-01-19,2025-01-22,1500000,1500000,PAID
1464601509324,4002,Customer_832,2025-03-08,2025-03-08,1500000,1500000,PAID
8908638216676,4002,Customer_833,2025-02-12,2025-02-13,1200000,1200000,PAID
2848917675253,8504,Customer_834,2025-02-07,2025-02-08,1200000,1700000,OVERPAID
6294114902142,3001,Customer_835,2025-03-19,2025-03-22,1500000,1500000,PAID
9103785061039,4002,Customer_836,2025-01-24,2025-01-24,1284000,1084000,UNDERPAID
5782100868108,8504,Customer_837,2025-03-19,,1000000,,UNPAID
1876609958324,2000,Customer_838,2025-06-08,,1200000,,UNPAID
5766195846126,4002,Customer_839,2025-05-22,2025-05-25,1284000,1284000,PAID
6355846601314,8504,Customer_840,2025-06-03,2025-06-06,1500000,1500000,PAID
4963255245374,3001,Customer_841,2025-03-27,2025-03-28,1284000,1784000,OVERPAID
9217400282750,2000,Customer_842,2025-02-14,2025-02-15,1200000,1200000,PAID
9507381581501,3001,Customer_843,2025-01-23,2025-01-23,1500000,2000000,OVERPAID
6475149089099,8504,Customer_844,2025-05-11,,1200000,,UNPAID
6920884455627,4002,Customer_845,2025-06-18,2025-06-21,1284000,1284000,PAID
2372785265537,8504,Customer_846,2025-04-04,2025-04-07,1200000,1200000,PAID
9124961085236,3001,Customer_847,2025-05-10,2025-05-13,1500000,2000000,OVERPAID
3368693379698,4002,Customer_848,2025-03-29,2025-04-01,1284000,1284000,PAID
6098934222595,8504,Customer_849,2025-06-02,2025-06-03,1200000,1700000,OVERPAID
9328884912410,3001,Customer_850,2025-04-14,2025-04-17,1200000,1000000,UNDERPAID
9307964090397,4002,Customer_851,2025-01-30,,1200000,,UNPAID
9013544110429,8504,Customer_852,2025-03-06,,1000000,,UNPAID
8076454012983,4002,Customer_853,2025-06-13,2025-06-14,1500000,1300000,UNDERPAID
2510930431370,8504,Customer_854,2025-01-16,2025-01-17,1284000,1784000,OVERPAID
6323108394336,8504,Customer_855,2025-02-05,2025-02-05,1200000,1000000,UNDERPAID
7578265212894,8504,Customer_856,2025-04-12,2025-04-13,1284000,1284000,PAID
9573988551310,4002,Customer_857,2025-06-01,2025-06-01,1500000,1500000,PAID
6792401229674,8504,Customer_858,2025-02-17,2025-02-20,1000000,800000,UNDERPAID
3322890829404,8504,Customer_859,2025-06-14,2025-06-14,1000000,800000,UNDERPAID
4073691631779,4002,Customer_860,2025-05-24,2025-05-24,1000000,1000000,PAID
9544398520836,4002,Customer_861,2025-05-24,2025-05-24,1000000,1500000,OVERPAID
5855605104491,8504,Customer_862,2025-03-11,2025-03-11,1500000,1500000,PAID
2138766219765,8504,Customer_863,2025-01-20,2025-01-21,1000000,800000,UNDERPAID
4679568178306,4002,Customer_864,2025-02-09,2025-02-10,1200000,1200000,PAID
5805123458404,3001,Customer_865,2025-04-11,,1000000,,UNPAID
9706931698937,2000,Customer_866,2025-05-24,2025-05-27,1500000,1300000,UNDERPAID
9127508302445,4002,Customer_867,2025-06-20,2025-06-20,1284000,1084000,UNDERPAID
3831324351863,8504,Customer_868,2025-01-15,,1500000,,UNPAID
8584906984714,2000,Customer_869,2025-03-11,2025-03-12,1500000,2000000,OVERPAID
2486456904943,2000,Customer_870,2025-05-20,,1284000,,UNPAID
8962212161852,2000,Customer_871,2025-04-23,2025-04-23,1500000,1500000,PAID
8883537855645,4002,Customer_872,2025-04-18,2025-04-21,1200000,1000000,UNDERPAID
2396671904112,8504,Customer_873,2025-06-14,,1000000,,UNPAID
3690741239891,3001,Customer_874,2025-03-13,2025-03-14,1500000,2000000,OVERPAID
5970361789403,4002,Customer_875,2025-06-03,2025-06-06,1284000,1284000,PAID
8466553641788,3001,Customer_876,2025-05-18,2025-05-18,1500000,2000000,OVERPAID
5602493980110,4002,Customer_877,2025-02-27,,1200000,,UNPAID
6291482534154,4002,Customer_878,2025-03-22,2025-03-22,1500000,1300000,UNDERPAID
1106435065146,3001,Customer_879,2025-05-14,2025-05-14,1000000,1500000,OVERPAID
3082758042182,8504,Customer_880,2025-04-20,2025-04-20,1500000,1300000,UNDERPAID
9161785579524,2000,Customer_881,2025-05-10,2025-05-10,1284000,1084000,UNDERPAID
3139670441197,2000,Customer_882,2025-04-06,,1500000,,UNPAID
7389399127294,4002,Customer_883,2025-06-12,,1500000,,UNPAID
8159190928083,4002,Customer_884,2025-05-23,,1284000,,UNPAID
4100864191616,8504,Customer_885,2025-02-24,,1200000,,UNPAID
4695981782491,3001,Customer_886,2025-05-10,2025-05-13,1000000,800000,UNDERPAID
2455838668199,8504,Customer_887,2025-06-02,,1200000,,UNPAID
2501454139051,8504,Customer_888,2025-06-06,,1200000,,UNPAID
8729277697280,8504,Customer_889,2025-03-11,2025-03-14,1000000,800000,UNDERPAID
3941941386183,3001,Customer_890,2025-01-08,,1284000,,UNPAID
9413235312826,3001,Customer_891,2025-05-07,,1200000,,UNPAID
6282818656358,3001,Customer_892,2025-05-21,,1200000,,UNPAID
5819388703338,4002,Customer_893,2025-04-16,2025-04-19,1200000,1700000,OVERPAID
6948949316065,8504,Customer_894,2025-03-19,,1284000,,UNPAID
8720160473321,8504,Customer_895,2025-05-06,2025-05-07,1500000,1500000,PAID
2532583026006,8504,Customer_896,2025-05-04,2025-05-04,1500000,2000000,OVERPAID
8564369888602,8504,Customer_897,2025-03-15,2025-03-16,1500000,1500000,PAID
8358100254042,3001,Customer_898,2025-05-19,2025-05-19,1500000,2000000,OVERPAID
7754972186642,8504,Customer_899,2025-03-13,2025-03-13,1284000,1084000,UNDERPAID
4346821156441,2000,Customer_900,2025-01-16,2025-01-16,1500000,2000000,OVERPAID
7652321939500,8504,Customer_901,2025-05-07,2025-05-10,1284000,1084000,UNDERPAID
3119524848097,2000,Customer_902,2025-05-22,,1000000,,UNPAID
5025699325727,8504,Customer_903,2025-03-03,2025-03-06,1284000,1784000,OVERPAID
2844333905917,8504,Customer_904,2025-05-14,2025-05-14,1200000,1200000,PAID
5199560980129,8504,Customer_905,2025-05-31,2025-06-01,1000000,1000000,PAID
6718146724175,2000,Customer_906,2025-03-04,2025-03-07,1000000,800000,UNDERPAID
3317676591238,4002,Customer_907,2025-03-22,2025-03-23,1284000,1284000,PAID
1660124653973,4002,Customer_908,2025-02-27,2025-02-28,1200000,1700000,OVERPAID
7139561768864,3001,Customer_909,2025-01-04,2025-01-04,1284000,1784000,OVERPAID
8620427099515,8504,Customer_910,2025-04-09,2025-04-12,1200000,1200000,PAID
6520634457581,2000,Customer_911,2025-01-14,2025-01-17,1284000,1784000,OVERPAID
4068824424142,8504,Customer_912,2025-05-30,,1200000,,UNPAID
6456222915503,2000,Customer_913,2025-05-25,2025-05-28,1500000,1500000,PAID
9261983246867,4002,Customer_914,2025-03-28,,1000000,,UNPAID
2403708416593,3001,Customer_915,2025-04-27,2025-04-27,1200000,1000000,UNDERPAID
5031817256810,8504,Customer_916,2025-02-23,2025-02-24,1284000,1784000,OVERPAID
2360646411488,2000,Customer_917,2025-01-13,2025-01-16,1284000,1784000,OVERPAID
5348504681476,3001,Customer_918,2025-01-24,2025-01-24,1000000,1500000,OVERPAID
9252487349445,4002,Customer_919,2025-03-13,2025-03-13,1284000,1084000,UNDERPAID
9595373349038,4002,Customer_920,2025-04-30,2025-05-03,1500000,1500000,PAID
4200307505781,3001,Customer_921,2025-02-16,2025-02-19,1000000,1000000,PAID
4459868637524,2000,Customer_922,2025-01-27,,1284000,,UNPAID
5160448969668,8504,Customer_923,2025-03-08,,1200000,,UNPAID
4586275848052,3001,Customer_924,2025-04-15,2025-04-18,1284000,1784000,OVERPAID
1518805871245,8504,Customer_925,2025-02-03,2025-02-03,1500000,2000000,OVERPAID
3084112994009,8504,Customer_926,2025-04-12,2025-04-13,1000000,800000,UNDERPAID
9749136208207,3001,Customer_927,2025-05-25,2025-05-25,1284000,1784000,OVERPAID
8618241911725,4002,Customer_928,2025-06-12,2025-06-13,1200000,1200000,PAID
5881991942162,8504,Customer_929,2025-02-21,2025-02-21,1200000,1000000,UNDERPAID
3252623691578,4002,Customer_930,2025-04-02,2025-04-05,1000000,800000,UNDERPAID
7185158751726,2000,Customer_931,2025-02-23,,1000000,,UNPAID
3744911733797,3001,Customer_932,2025-06-06,,1284000,,UNPAID
3948907450702,3001,Customer_933,2025-01-27,2025-01-28,1500000,2000000,OVERPAID
2023872217546,3001,Customer_934,2025-02-17,,1200000,,UNPAID
5632659387293,4002,Customer_935,2025-04-04,2025-04-05,1200000,1200000,PAID
9338882059193,8504,Customer_936,2025-04-07,2025-04-08,1500000,1500000,PAID
7142420188211,4002,Customer_937,2025-05-20,2025-05-23,1200000,1200000,PAID
3838412658412,3001,Customer_938,2025-03-24,2025-03-27,1000000,800000,UNDERPAID
9003465615132,4002,Customer_939,2025-05-12,2025-05-12,1000000,1000000,PAID
3737132295209,4002,Customer_940,2025-05-04,2025-05-05,1200000,1700000,OVERPAID
2027746970639,8504,Customer_941,2025-01-27,2025-01-27,1000000,1500000,OVERPAID
9723270250446,4002,Customer_942,2025-05-02,,1284000,,UNPAID
2688528436500,8504,Customer_943,2025-01-31,2025-02-03,1200000,1700000,OVERPAID
9743267008216,8504,Customer_944,2025-02-07,2025-02-10,1000000,1000000,PAID
4118971717489,8504,Customer_945,2025-05-14,2025-05-17,1200000,1200000,PAID
6803230932375,2000,Customer_946,2025-03-11,2025-03-11,1200000,1200000,PAID
2052698737649,3001,Customer_947,2025-03-11,2025-03-14,1284000,1284000,PAID
1760417570848,8504,Customer_948,2025-05-28,2025-05-28,1200000,1200000,PAID
5243204579382,8504,Customer_949,2025-05-10,,1200000,,UNPAID
1841311953421,8504,Customer_950,2025-04-13,,1284000,,UNPAID
7891351621978,8504,Customer_951,2025-05-05,2025-05-08,1284000,1084000,UNDERPAID
3818190460886,4002,Customer_952,2025-06-11,2025-06-12,1284000,1084000,UNDERPAID
1541263072040,3001,Customer_953,2025-01-24,2025-01-27,1200000,1700000,OVERPAID
5890766825149,4002,Customer_954,2025-06-26,2025-06-26,1500000,1300000,UNDERPAID
5962450056283,4002,Customer_955,2025-02-08,2025-02-11,1284000,1084000,UNDERPAID
5416280772939,3001,Customer_956,2025-03-24,,1000000,,UNPAID
1303440386738,4002,Customer_957,2025-04-12,2025-04-15,1200000,1200000,PAID
5648688850278,8504,Customer_958,2025-02-04,2025-02-07,1000000,1500000,OVERPAID
9968881614676,3001,Customer_959,2025-02-05,,1000000,,UNPAID
8646500954174,8504,Customer_960,2025-05-17,2025-05-20,1000000,1000000,PAID
2890495059387,2000,Customer_961,2025-03-26,2025-03-29,1500000,1300000,UNDERPAID
4901104340622,2000,Customer_962,2025-01-09,,1200000,,UNPAID
1820650351973,2000,Customer_963,2025-05-13,2025-05-13,1284000,1784000,OVERPAID
5752698112737,4002,Customer_964,2025-05-05,2025-05-05,1000000,800000,UNDERPAID
5374855018226,2000,Customer_965,2025-01-16,2025-01-19,1284000,1784000,OVERPAID
9960880290641,8504,Customer_966,2025-04-29,,1500000,,UNPAID
9435948029942,4002,Customer_967,2025-02-26,2025-02-26,1284000,1084000,UNDERPAID
1112861989678,3001,Customer_968,2025-04-11,2025-04-11,1284000,1084000,UNDERPAID
9501349074740,2000,Customer_969,2025-01-22,2025-01-22,1500000,2000000,OVERPAID
1371730745618,8504,Customer_970,2025-04-21,2025-04-24,1200000,1200000,PAID
4712125759785,3001,Customer_971,2025-05-29,2025-05-30,1284000,1284000,PAID
8978128244245,3001,Customer_972,2025-06-17,2025-06-20,1284000,1784000,OVERPAID
3246994443729,2000,Customer_973,2025-06-22,2025-06-22,1284000,1284000,PAID
5314446114752,4002,Customer_974,2025-03-08,2025-03-11,1284000,1784000,OVERPAID
9922586033726,2000,Customer_975,2025-04-17,2025-04-20,1000000,1000000,PAID
2585763332547,8504,Customer_976,2025-03-22,,1500000,,UNPAID
8298855475844,3001,Customer_977,2025-06-13,2025-06-16,1200000,1700000,OVERPAID
9240142590847,4002,Customer_978,2025-03-03,,1284000,,UNPAID
4828989115441,8504,Customer_979,2025-04-12,2025-04-15,1200000,1200000,PAID
2344305851954,2000,Customer_980,2025-06-17,2025-06-18,1200000,1000000,UNDERPAID
3736146936937,4002,Customer_981,2025-03-01,2025-03-01,1000000,1500000,OVERPAID
6685223134189,2000,Customer_982,2025-06-09,2025-06-09,1500000,1500000,PAID
8732246373072,2000,Customer_983,2025-03-10,2025-03-11,1200000,1200000,PAID
1438215347221,4002,Customer_984,2025-03-25,,1200000,,UNPAID
2031738950195,3001,Customer_985,2025-04-03,2025-04-03,1000000,1500000,OVERPAID
3757585787927,3001,Customer_986,2025-03-12,2025-03-13,1284000,1784000,OVERPAID
8582685771174,4002,Customer_987,2025-03-23,2025-03-26,1284000,1284000,PAID
8423902635933,8504,Customer_988,2025-05-06,,1500000,,UNPAID
5012801841014,8504,Customer_989,2025-05-10,2025-05-11,1500000,1500000,PAID
1120848702792,2000,Customer_990,2025-01-20,,1284000,,UNPAID
7758444201516,2000,Customer_991,2025-04-09,2025-04-09,1284000,1784000,OVERPAID
8941206970013,3001,Customer_992,2025-06-09,2025-06-09,1284000,1284000,PAID
9546696302249,8504,Customer_993,2025-03-09,,1200000,,UNPAID
2754271189307,2000,Customer_994,2025-04-30,2025-05-03,1500000,2000000,OVERPAID
9776672397297,3001,Customer_995,2025-06-05,2025-06-06,1000000,1000000,PAID
6271439881154,3001,Customer_996,2025-06-28,2025-06-29,1284000,1284000,PAID
3646576664035,8504,Customer_997,2025-02-24,2025-02-25,1000000,1500000,OVERPAID
3251890900325,2000,Customer_998,2025-01-28,2025-01-29,1000000,800000,UNDERPAID
